country,indicator,date,year_week,value,source,url
Austria,Daily hospital occupancy,2020-04-01,2020-W14,856,Country_Website,
Austria,Daily hospital occupancy,2020-04-02,2020-W14,823,Country_Website,
Austria,Daily hospital occupancy,2020-04-03,2020-W14,829,Country_Website,
Austria,Daily hospital occupancy,2020-04-04,2020-W14,826,Country_Website,
Austria,Daily hospital occupancy,2020-04-05,2020-W14,712,Country_Website,
Austria,Daily hospital occupancy,2020-04-06,2020-W15,824,Country_Website,
Austria,Daily hospital occupancy,2020-04-07,2020-W15,857,Country_Website,
Austria,Daily hospital occupancy,2020-04-08,2020-W15,829,Country_Website,
Austria,Daily hospital occupancy,2020-04-09,2020-W15,820,Country_Website,
Austria,Daily hospital occupancy,2020-04-10,2020-W15,771,Country_Website,
Austria,Daily hospital occupancy,2020-04-11,2020-W15,790,Country_Website,
Austria,Daily hospital occupancy,2020-04-12,2020-W15,792,Country_Website,
Austria,Daily hospital occupancy,2020-04-13,2020-W16,742,Country_Website,
Austria,Daily hospital occupancy,2020-04-14,2020-W16,759,Country_Website,
Austria,Daily hospital occupancy,2020-04-15,2020-W16,769,Country_Website,
Austria,Daily hospital occupancy,2020-04-16,2020-W16,729,Country_Website,
Austria,Daily hospital occupancy,2020-04-17,2020-W16,682,Country_Website,
Austria,Daily hospital occupancy,2020-04-18,2020-W16,647,Country_Website,
Austria,Daily hospital occupancy,2020-04-19,2020-W16,613,Country_Website,
Austria,Daily hospital occupancy,2020-04-20,2020-W17,611,Country_Website,
Austria,Daily hospital occupancy,2020-04-21,2020-W17,560,Country_Website,
Austria,Daily hospital occupancy,2020-04-22,2020-W17,524,Country_Website,
Austria,Daily hospital occupancy,2020-04-23,2020-W17,508,Country_Website,
Austria,Daily hospital occupancy,2020-04-24,2020-W17,495,Country_Website,
Austria,Daily hospital occupancy,2020-04-25,2020-W17,460,Country_Website,
Austria,Daily hospital occupancy,2020-04-26,2020-W17,449,Country_Website,
Austria,Daily hospital occupancy,2020-04-27,2020-W18,439,Country_Website,
Austria,Daily hospital occupancy,2020-04-28,2020-W18,425,Country_Website,
Austria,Daily hospital occupancy,2020-04-29,2020-W18,386,Country_Website,
Austria,Daily hospital occupancy,2020-04-30,2020-W18,372,Country_Website,
Austria,Daily hospital occupancy,2020-05-01,2020-W18,348,Country_Website,
Austria,Daily hospital occupancy,2020-05-02,2020-W18,314,Country_Website,
Austria,Daily hospital occupancy,2020-05-03,2020-W18,308,Country_Website,
Austria,Daily hospital occupancy,2020-05-04,2020-W19,309,Country_Website,
Austria,Daily hospital occupancy,2020-05-05,2020-W19,314,Country_Website,
Austria,Daily hospital occupancy,2020-05-06,2020-W19,321,Country_Website,
Austria,Daily hospital occupancy,2020-05-07,2020-W19,268,Country_Website,
Austria,Daily hospital occupancy,2020-05-08,2020-W19,258,Country_Website,
Austria,Daily hospital occupancy,2020-05-09,2020-W19,230,Country_Website,
Austria,Daily hospital occupancy,2020-05-10,2020-W19,219,Country_Website,
Austria,Daily hospital occupancy,2020-05-11,2020-W20,211,Country_Website,
Austria,Daily hospital occupancy,2020-05-12,2020-W20,205,Country_Website,
Austria,Daily hospital occupancy,2020-05-13,2020-W20,188,Country_Website,
Austria,Daily hospital occupancy,2020-05-14,2020-W20,180,Country_Website,
Austria,Daily hospital occupancy,2020-05-15,2020-W20,165,Country_Website,
Austria,Daily hospital occupancy,2020-05-16,2020-W20,158,Country_Website,
Austria,Daily hospital occupancy,2020-05-17,2020-W20,149,Country_Website,
Austria,Daily hospital occupancy,2020-05-18,2020-W21,151,Country_Website,
Austria,Daily hospital occupancy,2020-05-19,2020-W21,143,Country_Website,
Austria,Daily hospital occupancy,2020-05-20,2020-W21,137,Country_Website,
Austria,Daily hospital occupancy,2020-05-21,2020-W21,156,Country_Website,
Austria,Daily hospital occupancy,2020-05-22,2020-W21,128,Country_Website,
Austria,Daily hospital occupancy,2020-05-23,2020-W21,116,Country_Website,
Austria,Daily hospital occupancy,2020-05-24,2020-W21,108,Country_Website,
Austria,Daily hospital occupancy,2020-05-25,2020-W22,108,Country_Website,
Austria,Daily hospital occupancy,2020-05-26,2020-W22,95,Country_Website,
Austria,Daily hospital occupancy,2020-05-27,2020-W22,84,Country_Website,
Austria,Daily hospital occupancy,2020-05-28,2020-W22,77,Country_Website,
Austria,Daily hospital occupancy,2020-05-29,2020-W22,78,Country_Website,
Austria,Daily hospital occupancy,2020-05-30,2020-W22,75,Country_Website,
Austria,Daily hospital occupancy,2020-05-31,2020-W22,70,Country_Website,
Austria,Daily hospital occupancy,2020-06-01,2020-W23,68,Country_Website,
Austria,Daily hospital occupancy,2020-06-02,2020-W23,62,Country_Website,
Austria,Daily hospital occupancy,2020-06-03,2020-W23,66,Country_Website,
Austria,Daily hospital occupancy,2020-06-04,2020-W23,65,Country_Website,
Austria,Daily hospital occupancy,2020-06-05,2020-W23,55,Country_Website,
Austria,Daily hospital occupancy,2020-06-06,2020-W23,55,Country_Website,
Austria,Daily hospital occupancy,2020-06-07,2020-W23,52,Country_Website,
Austria,Daily hospital occupancy,2020-06-08,2020-W24,65,Country_Website,
Austria,Daily hospital occupancy,2020-06-09,2020-W24,65,Country_Website,
Austria,Daily hospital occupancy,2020-06-10,2020-W24,63,Country_Website,
Austria,Daily hospital occupancy,2020-06-11,2020-W24,67,Country_Website,
Austria,Daily hospital occupancy,2020-06-12,2020-W24,60,Country_Website,
Austria,Daily hospital occupancy,2020-06-13,2020-W24,62,Country_Website,
Austria,Daily hospital occupancy,2020-06-14,2020-W24,57,Country_Website,
Austria,Daily hospital occupancy,2020-06-15,2020-W25,64,Country_Website,
Austria,Daily hospital occupancy,2020-06-16,2020-W25,66,Country_Website,
Austria,Daily hospital occupancy,2020-06-17,2020-W25,60,Country_Website,
Austria,Daily hospital occupancy,2020-06-18,2020-W25,64,Country_Website,
Austria,Daily hospital occupancy,2020-06-19,2020-W25,68,Country_Website,
Austria,Daily hospital occupancy,2020-06-20,2020-W25,66,Country_Website,
Austria,Daily hospital occupancy,2020-06-21,2020-W25,61,Country_Website,
Austria,Daily hospital occupancy,2020-06-22,2020-W26,59,Country_Website,
Austria,Daily hospital occupancy,2020-06-23,2020-W26,57,Country_Website,
Austria,Daily hospital occupancy,2020-06-24,2020-W26,59,Country_Website,
Austria,Daily hospital occupancy,2020-06-25,2020-W26,60,Country_Website,
Austria,Daily hospital occupancy,2020-06-26,2020-W26,60,Country_Website,
Austria,Daily hospital occupancy,2020-06-27,2020-W26,61,Country_Website,
Austria,Daily hospital occupancy,2020-06-28,2020-W26,62,Country_Website,
Austria,Daily hospital occupancy,2020-06-29,2020-W27,66,Country_Website,
Austria,Daily hospital occupancy,2020-06-30,2020-W27,58,Country_Website,
Austria,Daily hospital occupancy,2020-07-01,2020-W27,65,Country_Website,
Austria,Daily hospital occupancy,2020-07-02,2020-W27,62,Country_Website,
Austria,Daily hospital occupancy,2020-07-03,2020-W27,65,Country_Website,
Austria,Daily hospital occupancy,2020-07-04,2020-W27,60,Country_Website,
Austria,Daily hospital occupancy,2020-07-05,2020-W27,62,Country_Website,
Austria,Daily hospital occupancy,2020-07-06,2020-W28,67,Country_Website,
Austria,Daily hospital occupancy,2020-07-07,2020-W28,81,Country_Website,
Austria,Daily hospital occupancy,2020-07-08,2020-W28,66,Country_Website,
Austria,Daily hospital occupancy,2020-07-09,2020-W28,66,Country_Website,
Austria,Daily hospital occupancy,2020-07-10,2020-W28,71,Country_Website,
Austria,Daily hospital occupancy,2020-07-11,2020-W28,68,Country_Website,
Austria,Daily hospital occupancy,2020-07-12,2020-W28,73,Country_Website,
Austria,Daily hospital occupancy,2020-07-13,2020-W29,74,Country_Website,
Austria,Daily hospital occupancy,2020-07-14,2020-W29,74,Country_Website,
Austria,Daily hospital occupancy,2020-07-15,2020-W29,86,Country_Website,
Austria,Daily hospital occupancy,2020-07-16,2020-W29,83,Country_Website,
Austria,Daily hospital occupancy,2020-07-17,2020-W29,88,Country_Website,
Austria,Daily hospital occupancy,2020-07-18,2020-W29,87,Country_Website,
Austria,Daily hospital occupancy,2020-07-19,2020-W29,85,Country_Website,
Austria,Daily hospital occupancy,2020-07-20,2020-W30,96,Country_Website,
Austria,Daily hospital occupancy,2020-07-21,2020-W30,96,Country_Website,
Austria,Daily hospital occupancy,2020-07-22,2020-W30,93,Country_Website,
Austria,Daily hospital occupancy,2020-07-23,2020-W30,87,Country_Website,
Austria,Daily hospital occupancy,2020-07-24,2020-W30,86,Country_Website,
Austria,Daily hospital occupancy,2020-07-25,2020-W30,85,Country_Website,
Austria,Daily hospital occupancy,2020-07-26,2020-W30,82,Country_Website,
Austria,Daily hospital occupancy,2020-07-27,2020-W31,79,Country_Website,
Austria,Daily hospital occupancy,2020-07-28,2020-W31,74,Country_Website,
Austria,Daily hospital occupancy,2020-07-29,2020-W31,74,Country_Website,
Austria,Daily hospital occupancy,2020-07-30,2020-W31,87,Country_Website,
Austria,Daily hospital occupancy,2020-07-31,2020-W31,84,Country_Website,
Austria,Daily hospital occupancy,2020-08-01,2020-W31,70,Country_Website,
Austria,Daily hospital occupancy,2020-08-02,2020-W31,73,Country_Website,
Austria,Daily hospital occupancy,2020-08-03,2020-W32,92,Country_Website,
Austria,Daily hospital occupancy,2020-08-04,2020-W32,84,Country_Website,
Austria,Daily hospital occupancy,2020-08-05,2020-W32,90,Country_Website,
Austria,Daily hospital occupancy,2020-08-06,2020-W32,92,Country_Website,
Austria,Daily hospital occupancy,2020-08-07,2020-W32,93,Country_Website,
Austria,Daily hospital occupancy,2020-08-08,2020-W32,96,Country_Website,
Austria,Daily hospital occupancy,2020-08-09,2020-W32,99,Country_Website,
Austria,Daily hospital occupancy,2020-08-10,2020-W33,92,Country_Website,
Austria,Daily hospital occupancy,2020-08-11,2020-W33,94,Country_Website,
Austria,Daily hospital occupancy,2020-08-12,2020-W33,93,Country_Website,
Austria,Daily hospital occupancy,2020-08-13,2020-W33,92,Country_Website,
Austria,Daily hospital occupancy,2020-08-14,2020-W33,91,Country_Website,
Austria,Daily hospital occupancy,2020-08-15,2020-W33,83,Country_Website,
Austria,Daily hospital occupancy,2020-08-16,2020-W33,65,Country_Website,
Austria,Daily hospital occupancy,2020-08-17,2020-W34,91,Country_Website,
Austria,Daily hospital occupancy,2020-08-18,2020-W34,97,Country_Website,
Austria,Daily hospital occupancy,2020-08-19,2020-W34,101,Country_Website,
Austria,Daily hospital occupancy,2020-08-20,2020-W34,95,Country_Website,
Austria,Daily hospital occupancy,2020-08-21,2020-W34,90,Country_Website,
Austria,Daily hospital occupancy,2020-08-22,2020-W34,94,Country_Website,
Austria,Daily hospital occupancy,2020-08-23,2020-W34,93,Country_Website,
Austria,Daily hospital occupancy,2020-08-24,2020-W35,112,Country_Website,
Austria,Daily hospital occupancy,2020-08-25,2020-W35,114,Country_Website,
Austria,Daily hospital occupancy,2020-08-26,2020-W35,118,Country_Website,
Austria,Daily hospital occupancy,2020-08-27,2020-W35,121,Country_Website,
Austria,Daily hospital occupancy,2020-08-28,2020-W35,119,Country_Website,
Austria,Daily hospital occupancy,2020-08-29,2020-W35,114,Country_Website,
Austria,Daily hospital occupancy,2020-08-30,2020-W35,110,Country_Website,
Austria,Daily hospital occupancy,2020-08-31,2020-W36,123,Country_Website,
Austria,Daily hospital occupancy,2020-09-01,2020-W36,119,Country_Website,
Austria,Daily hospital occupancy,2020-09-02,2020-W36,127,Country_Website,
Austria,Daily hospital occupancy,2020-09-03,2020-W36,132,Country_Website,
Austria,Daily hospital occupancy,2020-09-04,2020-W36,128,Country_Website,
Austria,Daily hospital occupancy,2020-09-05,2020-W36,129,Country_Website,
Austria,Daily hospital occupancy,2020-09-06,2020-W36,115,Country_Website,
Austria,Daily hospital occupancy,2020-09-07,2020-W37,134,Country_Website,
Austria,Daily hospital occupancy,2020-09-08,2020-W37,142,Country_Website,
Austria,Daily hospital occupancy,2020-09-09,2020-W37,161,Country_Website,
Austria,Daily hospital occupancy,2020-09-10,2020-W37,166,Country_Website,
Austria,Daily hospital occupancy,2020-09-11,2020-W37,163,Country_Website,
Austria,Daily hospital occupancy,2020-09-12,2020-W37,167,Country_Website,
Austria,Daily hospital occupancy,2020-09-13,2020-W37,182,Country_Website,
Austria,Daily hospital occupancy,2020-09-14,2020-W38,208,Country_Website,
Austria,Daily hospital occupancy,2020-09-15,2020-W38,244,Country_Website,
Austria,Daily hospital occupancy,2020-09-16,2020-W38,267,Country_Website,
Austria,Daily hospital occupancy,2020-09-17,2020-W38,264,Country_Website,
Austria,Daily hospital occupancy,2020-09-18,2020-W38,272,Country_Website,
Austria,Daily hospital occupancy,2020-09-19,2020-W38,265,Country_Website,
Austria,Daily hospital occupancy,2020-09-20,2020-W38,273,Country_Website,
Austria,Daily hospital occupancy,2020-09-21,2020-W39,297,Country_Website,
Austria,Daily hospital occupancy,2020-09-22,2020-W39,315,Country_Website,
Austria,Daily hospital occupancy,2020-09-23,2020-W39,336,Country_Website,
Austria,Daily hospital occupancy,2020-09-24,2020-W39,344,Country_Website,
Austria,Daily hospital occupancy,2020-09-25,2020-W39,333,Country_Website,
Austria,Daily hospital occupancy,2020-09-26,2020-W39,343,Country_Website,
Austria,Daily hospital occupancy,2020-09-27,2020-W39,362,Country_Website,
Austria,Daily hospital occupancy,2020-09-28,2020-W40,381,Country_Website,
Austria,Daily hospital occupancy,2020-09-29,2020-W40,401,Country_Website,
Austria,Daily hospital occupancy,2020-09-30,2020-W40,406,Country_Website,
Austria,Daily hospital occupancy,2020-10-01,2020-W40,395,Country_Website,
Austria,Daily hospital occupancy,2020-10-02,2020-W40,372,Country_Website,
Austria,Daily hospital occupancy,2020-10-03,2020-W40,397,Country_Website,
Austria,Daily hospital occupancy,2020-10-04,2020-W40,373,Country_Website,
Austria,Daily hospital occupancy,2020-10-05,2020-W41,387,Country_Website,
Austria,Daily hospital occupancy,2020-10-06,2020-W41,397,Country_Website,
Austria,Daily hospital occupancy,2020-10-07,2020-W41,425,Country_Website,
Austria,Daily hospital occupancy,2020-10-08,2020-W41,399,Country_Website,
Austria,Daily hospital occupancy,2020-10-09,2020-W41,405,Country_Website,
Austria,Daily hospital occupancy,2020-10-10,2020-W41,410,Country_Website,
Austria,Daily hospital occupancy,2020-10-11,2020-W41,431,Country_Website,
Austria,Daily hospital occupancy,2020-10-12,2020-W42,464,Country_Website,
Austria,Daily hospital occupancy,2020-10-13,2020-W42,504,Country_Website,
Austria,Daily hospital occupancy,2020-10-14,2020-W42,542,Country_Website,
Austria,Daily hospital occupancy,2020-10-15,2020-W42,545,Country_Website,
Austria,Daily hospital occupancy,2020-10-16,2020-W42,584,Country_Website,
Austria,Daily hospital occupancy,2020-10-17,2020-W42,594,Country_Website,
Austria,Daily hospital occupancy,2020-10-18,2020-W42,607,Country_Website,
Austria,Daily hospital occupancy,2020-10-19,2020-W43,654,Country_Website,
Austria,Daily hospital occupancy,2020-10-20,2020-W43,744,Country_Website,
Austria,Daily hospital occupancy,2020-10-21,2020-W43,813,Country_Website,
Austria,Daily hospital occupancy,2020-10-22,2020-W43,841,Country_Website,
Austria,Daily hospital occupancy,2020-10-23,2020-W43,900,Country_Website,
Austria,Daily hospital occupancy,2020-10-24,2020-W43,1002,Country_Website,
Austria,Daily hospital occupancy,2020-10-25,2020-W43,1051,Country_Website,
Austria,Daily hospital occupancy,2020-10-26,2020-W44,1142,Country_Website,
Austria,Daily hospital occupancy,2020-10-27,2020-W44,1197,Country_Website,
Austria,Daily hospital occupancy,2020-10-28,2020-W44,1345,Country_Website,
Austria,Daily hospital occupancy,2020-10-29,2020-W44,1444,Country_Website,
Austria,Daily hospital occupancy,2020-10-30,2020-W44,1540,Country_Website,
Austria,Daily hospital occupancy,2020-10-31,2020-W44,1602,Country_Website,
Austria,Daily hospital occupancy,2020-11-01,2020-W44,1657,Country_Website,
Austria,Daily hospital occupancy,2020-11-02,2020-W45,1825,Country_Website,
Austria,Daily hospital occupancy,2020-11-03,2020-W45,2065,Country_Website,
Austria,Daily hospital occupancy,2020-11-04,2020-W45,2201,Country_Website,
Austria,Daily hospital occupancy,2020-11-05,2020-W45,2330,Country_Website,
Austria,Daily hospital occupancy,2020-11-06,2020-W45,2504,Country_Website,
Austria,Daily hospital occupancy,2020-11-07,2020-W45,2574,Country_Website,
Austria,Daily hospital occupancy,2020-11-08,2020-W45,2533,Country_Website,
Austria,Daily hospital occupancy,2020-11-09,2020-W46,2755,Country_Website,
Austria,Daily hospital occupancy,2020-11-10,2020-W46,3054,Country_Website,
Austria,Daily hospital occupancy,2020-11-11,2020-W46,3183,Country_Website,
Austria,Daily hospital occupancy,2020-11-12,2020-W46,3265,Country_Website,
Austria,Daily hospital occupancy,2020-11-13,2020-W46,3355,Country_Website,
Austria,Daily hospital occupancy,2020-11-14,2020-W46,3425,Country_Website,
Austria,Daily hospital occupancy,2020-11-15,2020-W46,3579,Country_Website,
Austria,Daily hospital occupancy,2020-11-16,2020-W47,3685,Country_Website,
Austria,Daily hospital occupancy,2020-11-17,2020-W47,3867,Country_Website,
Austria,Daily hospital occupancy,2020-11-18,2020-W47,3910,Country_Website,
Austria,Daily hospital occupancy,2020-11-19,2020-W47,3931,Country_Website,
Austria,Daily hospital occupancy,2020-11-20,2020-W47,3942,Country_Website,
Austria,Daily hospital occupancy,2020-11-21,2020-W47,3900,Country_Website,
Austria,Daily hospital occupancy,2020-11-22,2020-W47,3775,Country_Website,
Austria,Daily hospital occupancy,2020-11-23,2020-W48,3863,Country_Website,
Austria,Daily hospital occupancy,2020-11-24,2020-W48,3985,Country_Website,
Austria,Daily hospital occupancy,2020-11-25,2020-W48,3867,Country_Website,
Austria,Daily hospital occupancy,2020-11-26,2020-W48,3756,Country_Website,
Austria,Daily hospital occupancy,2020-11-27,2020-W48,3702,Country_Website,
Austria,Daily hospital occupancy,2020-11-28,2020-W48,3591,Country_Website,
Austria,Daily hospital occupancy,2020-11-29,2020-W48,3560,Country_Website,
Austria,Daily hospital occupancy,2020-11-30,2020-W49,3639,Country_Website,
Austria,Daily hospital occupancy,2020-12-01,2020-W49,3791,Country_Website,
Austria,Daily hospital occupancy,2020-12-02,2020-W49,3571,Country_Website,
Austria,Daily hospital occupancy,2020-12-03,2020-W49,3414,Country_Website,
Austria,Daily hospital occupancy,2020-12-04,2020-W49,3338,Country_Website,
Austria,Daily hospital occupancy,2020-12-05,2020-W49,3231,Country_Website,
Austria,Daily hospital occupancy,2020-12-06,2020-W49,3170,Country_Website,
Austria,Daily hospital occupancy,2020-12-07,2020-W50,3269,Country_Website,
Austria,Daily hospital occupancy,2020-12-08,2020-W50,3308,Country_Website,
Austria,Daily hospital occupancy,2020-12-09,2020-W50,3244,Country_Website,
Austria,Daily hospital occupancy,2020-12-10,2020-W50,3195,Country_Website,
Austria,Daily hospital occupancy,2020-12-11,2020-W50,3079,Country_Website,
Austria,Daily hospital occupancy,2020-12-12,2020-W50,3008,Country_Website,
Austria,Daily hospital occupancy,2020-12-13,2020-W50,2867,Country_Website,
Austria,Daily hospital occupancy,2020-12-14,2020-W51,2885,Country_Website,
Austria,Daily hospital occupancy,2020-12-15,2020-W51,2951,Country_Website,
Austria,Daily hospital occupancy,2020-12-16,2020-W51,2862,Country_Website,
Austria,Daily hospital occupancy,2020-12-17,2020-W51,2690,Country_Website,
Austria,Daily hospital occupancy,2020-12-18,2020-W51,2578,Country_Website,
Austria,Daily hospital occupancy,2020-12-19,2020-W51,2475,Country_Website,
Austria,Daily hospital occupancy,2020-12-20,2020-W51,2412,Country_Website,
Austria,Daily hospital occupancy,2020-12-21,2020-W52,2393,Country_Website,
Austria,Daily hospital occupancy,2020-12-22,2020-W52,2435,Country_Website,
Austria,Daily hospital occupancy,2020-12-23,2020-W52,2303,Country_Website,
Austria,Daily hospital occupancy,2020-12-24,2020-W52,2203,Country_Website,
Austria,Daily hospital occupancy,2020-12-25,2020-W52,2045,Country_Website,
Austria,Daily hospital occupancy,2020-12-26,2020-W52,2024,Country_Website,
Austria,Daily hospital occupancy,2020-12-27,2020-W52,2043,Country_Website,
Austria,Daily hospital occupancy,2020-12-28,2020-W53,2089,Country_Website,
Austria,Daily hospital occupancy,2020-12-29,2020-W53,2116,Country_Website,
Austria,Daily hospital occupancy,2020-12-30,2020-W53,2012,Country_Website,
Austria,Daily hospital occupancy,2020-12-31,2020-W53,1946,Country_Website,
Austria,Daily hospital occupancy,2021-01-01,2020-W53,1858,Country_Website,
Austria,Daily hospital occupancy,2021-01-02,2020-W53,1858,Country_Website,
Austria,Daily hospital occupancy,2021-01-03,2020-W53,1864,Country_Website,
Austria,Daily hospital occupancy,2021-01-04,2021-W01,1953,Country_Website,
Austria,Daily hospital occupancy,2021-01-05,2021-W01,2033,Country_Website,
Austria,Daily hospital occupancy,2021-01-06,2021-W01,2022,Country_Website,
Austria,Daily hospital occupancy,2021-01-07,2021-W01,1981,Country_Website,
Austria,Daily hospital occupancy,2021-01-08,2021-W01,2000,Country_Website,
Austria,Daily hospital occupancy,2021-01-09,2021-W01,1957,Country_Website,
Austria,Daily hospital occupancy,2021-01-10,2021-W01,1874,Country_Website,
Austria,Daily hospital occupancy,2021-01-11,2021-W02,1918,Country_Website,
Austria,Daily hospital occupancy,2021-01-12,2021-W02,1923,Country_Website,
Austria,Daily hospital occupancy,2021-01-13,2021-W02,1825,Country_Website,
Austria,Daily hospital occupancy,2021-01-14,2021-W02,1725,Country_Website,
Austria,Daily hospital occupancy,2021-01-15,2021-W02,1705,Country_Website,
Austria,Daily hospital occupancy,2021-01-16,2021-W02,1668,Country_Website,
Austria,Daily hospital occupancy,2021-01-17,2021-W02,1635,Country_Website,
Austria,Daily hospital occupancy,2021-01-18,2021-W03,1673,Country_Website,
Austria,Daily hospital occupancy,2021-01-19,2021-W03,1729,Country_Website,
Austria,Daily hospital occupancy,2021-01-20,2021-W03,1683,Country_Website,
Austria,Daily hospital occupancy,2021-01-21,2021-W03,1606,Country_Website,
Austria,Daily hospital occupancy,2021-01-22,2021-W03,1586,Country_Website,
Austria,Daily hospital occupancy,2021-01-23,2021-W03,1525,Country_Website,
Austria,Daily hospital occupancy,2021-01-24,2021-W03,1518,Country_Website,
Austria,Daily hospital occupancy,2021-01-25,2021-W04,1548,Country_Website,
Austria,Daily hospital occupancy,2021-01-26,2021-W04,1583,Country_Website,
Austria,Daily hospital occupancy,2021-01-27,2021-W04,1526,Country_Website,
Austria,Daily hospital occupancy,2021-01-28,2021-W04,1478,Country_Website,
Austria,Daily hospital occupancy,2021-01-29,2021-W04,1428,Country_Website,
Austria,Daily hospital occupancy,2021-01-30,2021-W04,1385,Country_Website,
Austria,Daily hospital occupancy,2021-01-31,2021-W04,1387,Country_Website,
Austria,Daily hospital occupancy,2021-02-01,2021-W05,1433,Country_Website,
Austria,Daily hospital occupancy,2021-02-02,2021-W05,1429,Country_Website,
Austria,Daily hospital occupancy,2021-02-03,2021-W05,1383,Country_Website,
Austria,Daily hospital occupancy,2021-02-04,2021-W05,1342,Country_Website,
Austria,Daily hospital occupancy,2021-02-05,2021-W05,1304,Country_Website,
Austria,Daily hospital occupancy,2021-02-06,2021-W05,1289,Country_Website,
Austria,Daily hospital occupancy,2021-02-07,2021-W05,1275,Country_Website,
Austria,Daily hospital occupancy,2021-02-08,2021-W06,1299,Country_Website,
Austria,Daily hospital occupancy,2021-02-09,2021-W06,1318,Country_Website,
Austria,Daily hospital occupancy,2021-02-10,2021-W06,1262,Country_Website,
Austria,Daily hospital occupancy,2021-02-11,2021-W06,1212,Country_Website,
Austria,Daily hospital occupancy,2021-02-12,2021-W06,1151,Country_Website,
Austria,Daily hospital occupancy,2021-02-13,2021-W06,1062,Country_Website,
Austria,Daily hospital occupancy,2021-02-14,2021-W06,1056,Country_Website,
Austria,Daily hospital occupancy,2021-02-15,2021-W07,1104,Country_Website,
Austria,Daily hospital occupancy,2021-02-16,2021-W07,1089,Country_Website,
Austria,Daily hospital occupancy,2021-02-17,2021-W07,1069,Country_Website,
Austria,Daily hospital occupancy,2021-02-18,2021-W07,1027,Country_Website,
Austria,Daily hospital occupancy,2021-02-19,2021-W07,1030,Country_Website,
Austria,Daily hospital occupancy,2021-02-20,2021-W07,999,Country_Website,
Austria,Daily hospital occupancy,2021-02-21,2021-W07,1018,Country_Website,
Austria,Daily hospital occupancy,2021-02-22,2021-W08,1085,Country_Website,
Austria,Daily hospital occupancy,2021-02-23,2021-W08,1077,Country_Website,
Austria,Daily hospital occupancy,2021-02-24,2021-W08,1064,Country_Website,
Austria,Daily hospital occupancy,2021-02-25,2021-W08,1041,Country_Website,
Austria,Daily hospital occupancy,2021-02-26,2021-W08,1018,Country_Website,
Austria,Daily hospital occupancy,2021-02-27,2021-W08,988,Country_Website,
Austria,Daily hospital occupancy,2021-02-28,2021-W08,1022,Country_Website,
Austria,Daily hospital occupancy,2021-03-01,2021-W09,1073,Country_Website,
Austria,Daily hospital occupancy,2021-03-02,2021-W09,1124,Country_Website,
Austria,Daily hospital occupancy,2021-03-03,2021-W09,1097,Country_Website,
Austria,Daily hospital occupancy,2021-03-04,2021-W09,1142,Country_Website,
Austria,Daily hospital occupancy,2021-03-05,2021-W09,1114,Country_Website,
Austria,Daily hospital occupancy,2021-03-06,2021-W09,1138,Country_Website,
Austria,Daily hospital occupancy,2021-03-07,2021-W09,1155,Country_Website,
Austria,Daily hospital occupancy,2021-03-08,2021-W10,1226,Country_Website,
Austria,Daily hospital occupancy,2021-03-09,2021-W10,1287,Country_Website,
Austria,Daily hospital occupancy,2021-03-10,2021-W10,1273,Country_Website,
Austria,Daily hospital occupancy,2021-03-11,2021-W10,1242,Country_Website,
Austria,Daily hospital occupancy,2021-03-12,2021-W10,1269,Country_Website,
Austria,Daily hospital occupancy,2021-03-13,2021-W10,1285,Country_Website,
Austria,Daily hospital occupancy,2021-03-14,2021-W10,1322,Country_Website,
Austria,Daily hospital occupancy,2021-03-15,2021-W11,1406,Country_Website,
Austria,Daily hospital occupancy,2021-03-16,2021-W11,1438,Country_Website,
Austria,Daily hospital occupancy,2021-03-17,2021-W11,1449,Country_Website,
Austria,Daily hospital occupancy,2021-03-18,2021-W11,1451,Country_Website,
Austria,Daily hospital occupancy,2021-03-19,2021-W11,1462,Country_Website,
Austria,Daily hospital occupancy,2021-03-20,2021-W11,1438,Country_Website,
Austria,Daily hospital occupancy,2021-03-21,2021-W11,1495,Country_Website,
Austria,Daily hospital occupancy,2021-03-22,2021-W12,1573,Country_Website,
Austria,Daily hospital occupancy,2021-03-23,2021-W12,1614,Country_Website,
Austria,Daily hospital occupancy,2021-03-24,2021-W12,1635,Country_Website,
Austria,Daily hospital occupancy,2021-03-25,2021-W12,1641,Country_Website,
Austria,Daily hospital occupancy,2021-03-26,2021-W12,1693,Country_Website,
Austria,Daily hospital occupancy,2021-03-27,2021-W12,1651,Country_Website,
Austria,Daily hospital occupancy,2021-03-28,2021-W12,1636,Country_Website,
Austria,Daily hospital occupancy,2021-03-29,2021-W13,1710,Country_Website,
Austria,Daily hospital occupancy,2021-03-30,2021-W13,1770,Country_Website,
Austria,Daily hospital occupancy,2021-03-31,2021-W13,1787,Country_Website,
Austria,Daily hospital occupancy,2021-04-01,2021-W13,1765,Country_Website,
Austria,Daily hospital occupancy,2021-04-02,2021-W13,1753,Country_Website,
Austria,Daily hospital occupancy,2021-04-03,2021-W13,1655,Country_Website,
Austria,Daily hospital occupancy,2021-04-04,2021-W13,1671,Country_Website,
Austria,Daily hospital occupancy,2021-04-05,2021-W14,1771,Country_Website,
Austria,Daily hospital occupancy,2021-04-06,2021-W14,1854,Country_Website,
Austria,Daily hospital occupancy,2021-04-07,2021-W14,1877,Country_Website,
Austria,Daily hospital occupancy,2021-04-08,2021-W14,1807,Country_Website,
